TOURNAMENT INFORMATION,,,,,,,,,,MATCH INFORMATION,,,,,,,,,,,STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATASET,TOURNAMENT ID,TOURNAMENT NAME,TOURNAMENT YEAR,TOURNAMENT START DATE,GENDER,TOURNAMENT SIZE,SURFACE,GROUND,BEST OF,MATCH ID,MATCH DATE,ROUND,MATCH STATUS,PLAYER NUM,PLAYER ID,PLAYER NAME,PLAYER RANK,MONEYLINE US,SET,SET NUMBER,PLAYER WINNER NUM,RESULT,SERVICE GAMES WON,SERVICE GAMES,% OF SERVICE GAMES WON ,RETURN GAMES WON,RETURN GAMES,% OF RETURN GAMES WON ,TOTAL GAMES WON,TOTAL GAMES,% OF TOTAL GAMES WON ,ACES,ACE %,DOUBLE FAULTS,DOUBLE FAULT %,SERVICE POINTS,SERVICE POINTS WON,% OF SERVICE POINTS WON,RETURN POINTS WON,RETURN POINTS,% OF RETURN POINTS WON,TOTAL POINTS WON,TOTAL POINTS,% OF TOTAL POINTS WON,% OF FIRST SERVICES IN,FIRST SERVICE POINTS WON,FIRST SERVICES IN,% OF FIRST SERVICE POINTS WON,SECOND SERVICE POINTS WON,SECOND SERVICES IN,% OF SECOND SERVICE POINTS WON,BREAK POINTS SAVED,BREAK POINTS ALLOWED,% OF BREAK POINTS SAVED,BREAK POINTS WON,BREAK POINTS CREATED,% OF BREAK POINTS WON,FIRST RETURN POINTS WON,FIRST RETURN POINTS,% OF FIRST RETURN POINTS WON,SECOND RETURN POINTS WON,SECOND RETURN POINTS,% OF SECOND RETURN POINTS WON,MAX GAMES WON IN ROW,MAX POINTS WON IN ROW
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-095,01/19/2023,R64,Finished,2,200234,Benjamin Bonzi,48,,set 5,5,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,3,0.051,0,0.000,59,40,0.678,15,47,0.319,55,106,0.519,0.627,27,37,0.730,13,22,0.591,7,7,1.000,0,5,0.000,8,30,0.267,7,17,0.412,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,1,200145,Taylor Fritz,9,,set 1,1,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,5,0.128,0,0.000,39,29,0.744,12,39,0.308,41,78,0.526,0.718,24,28,0.857,5,11,0.455,1,1,1.000,0,0,0.000,5,25,0.200,7,14,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,2,200311,Alexei Popyrin,113,,set 1,1,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,3,0.077,1,0.026,39,27,0.692,10,39,0.256,37,78,0.474,0.641,20,25,0.800,7,14,0.500,0,0,0.000,0,1,0.000,4,28,0.143,6,11,0.545,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,1,200145,Taylor Fritz,9,,set 2,2,2,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,6,0.140,1,0.023,43,28,0.651,11,42,0.262,39,85,0.459,0.605,19,26,0.731,9,17,0.529,3,3,1.000,0,0,0.000,5,31,0.161,6,11,0.545,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,2,200311,Alexei Popyrin,113,,set 2,2,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,4,0.095,3,0.071,42,31,0.738,15,43,0.349,46,85,0.541,0.738,26,31,0.839,5,11,0.455,0,0,0.000,0,3,0.000,7,26,0.269,8,17,0.471,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,1,200145,Taylor Fritz,9,,set 3,3,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,6,0.188,0,0.000,32,21,0.656,0,20,0.000,21,52,0.404,0.688,16,22,0.727,5,10,0.500,1,2,0.500,0,0,0.000,0,12,0.000,0,8,0.000,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,2,200311,Alexei Popyrin,113,,set 3,3,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,2,0.100,0,0.000,20,20,1.000,11,32,0.344,31,52,0.596,0.600,12,12,1.000,8,8,1.000,0,0,0.000,1,2,0.500,6,22,0.273,5,10,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,1,200145,Taylor Fritz,9,,set 4,4,1,WIN,5,6,0.833,1,6,0.167,6,12,0.500,3,0.075,2,0.050,40,30,0.750,12,40,0.300,42,80,0.525,0.775,24,31,0.774,6,9,0.667,1,2,0.500,1,1,1.000,3,22,0.136,9,18,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,2,200311,Alexei Popyrin,113,,set 4,4,1,LOSE,5,6,0.833,1,6,0.167,6,12,0.500,8,0.200,3,0.075,40,28,0.700,10,40,0.250,38,80,0.475,0.550,19,22,0.864,9,18,0.500,0,1,0.000,1,2,0.500,7,31,0.226,3,9,0.333,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,1,200145,Taylor Fritz,9,,set 5,5,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,1,0.045,0,0.000,22,11,0.500,5,22,0.227,16,44,0.364,0.455,5,10,0.500,6,12,0.500,1,3,0.333,0,1,0.000,1,16,0.062,4,6,0.667,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-096,01/19/2023,R64,Finished,2,200311,Alexei Popyrin,113,,set 5,5,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,2,0.091,1,0.045,22,17,0.773,11,22,0.500,28,44,0.636,0.727,15,16,0.938,2,6,0.333,1,1,1.000,2,3,0.667,5,10,0.500,6,12,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,1,200247,Cameron Norrie,12,,set 1,1,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,3,0.061,0,0.000,49,33,0.673,10,39,0.256,43,88,0.489,0.571,19,28,0.679,14,21,0.667,3,3,1.000,0,0,0.000,5,22,0.227,5,17,0.294,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,2,200733,Jiri Lehecka,71,,set 1,1,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,1,0.026,0,0.000,39,29,0.744,16,49,0.327,45,88,0.511,0.564,17,22,0.773,12,17,0.706,0,0,0.000,0,3,0.000,9,28,0.321,7,21,0.333,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,1,200247,Cameron Norrie,12,,set 2,2,2,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,0,0.000,1,0.053,19,13,0.684,5,25,0.200,18,44,0.409,0.474,8,9,0.889,5,10,0.500,1,2,0.500,0,0,0.000,4,21,0.190,1,4,0.250,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,2,200733,Jiri Lehecka,71,,set 2,2,2,WIN,5,5,1.000,1,4,0.250,6,9,0.667,4,0.160,0,0.000,25,20,0.800,6,19,0.316,26,44,0.591,0.840,17,21,0.810,3,4,0.750,0,0,0.000,1,2,0.500,1,9,0.111,5,10,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,1,200247,Cameron Norrie,12,,set 3,3,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,2,0.080,2,0.080,25,20,0.800,8,21,0.381,28,46,0.609,0.600,12,15,0.800,8,10,0.800,0,0,0.000,1,1,1.000,3,12,0.250,5,9,0.556,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,2,200733,Jiri Lehecka,71,,set 3,3,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,1,0.048,1,0.048,21,13,0.619,5,25,0.200,18,46,0.391,0.571,9,12,0.750,4,9,0.444,0,1,0.000,0,0,0.000,3,15,0.200,2,10,0.200,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,1,200247,Cameron Norrie,12,,set 4,4,2,LOSE,0,3,0.000,1,4,0.250,1,7,0.143,0,0.000,3,0.158,19,6,0.316,12,28,0.429,18,47,0.383,0.579,5,11,0.455,1,8,0.125,0,3,0.000,1,7,0.143,7,17,0.412,5,11,0.455,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,2,200733,Jiri Lehecka,71,,set 4,4,2,WIN,3,4,0.750,3,3,1.000,6,7,0.857,2,0.071,1,0.036,28,16,0.571,13,19,0.684,29,47,0.617,0.607,10,17,0.588,6,11,0.545,6,7,0.857,3,3,1.000,6,11,0.545,7,8,0.875,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,1,200247,Cameron Norrie,12,,set 5,5,2,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,0,0.000,1,0.032,31,16,0.516,6,24,0.250,22,55,0.400,0.742,14,23,0.609,2,8,0.250,1,3,0.333,1,2,0.500,2,12,0.167,4,12,0.333,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-097,01/20/2023,R32,Finished,2,200733,Jiri Lehecka,71,,set 5,5,2,WIN,4,5,0.800,2,5,0.400,6,10,0.600,0,0.000,0,0.000,24,18,0.750,15,31,0.484,33,55,0.600,0.500,10,12,0.833,8,12,0.667,1,2,0.500,2,3,0.667,9,23,0.391,6,8,0.750,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,1,200379,Francisco Cerundolo,29,,set 1,1,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,0,0.000,1,0.056,18,8,0.444,1,17,0.059,9,35,0.257,0.667,6,12,0.500,2,6,0.333,2,4,0.500,0,0,0.000,1,11,0.091,0,6,0.000,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,2,200327,Felix Auger Aliassime,7,,set 1,1,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,0,0.000,0,0.000,17,16,0.941,10,18,0.556,26,35,0.743,0.647,10,11,0.909,6,6,1.000,0,0,0.000,2,4,0.500,6,12,0.500,4,6,0.667,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,1,200379,Francisco Cerundolo,29,,set 2,2,1,WIN,4,5,0.800,2,4,0.500,6,9,0.667,0,0.000,0,0.000,37,22,0.595,14,28,0.500,36,65,0.554,0.703,15,26,0.577,7,11,0.636,4,5,0.800,2,6,0.333,2,13,0.154,12,15,0.800,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,2,200327,Felix Auger Aliassime,7,,set 2,2,1,LOSE,2,4,0.500,1,5,0.200,3,9,0.333,2,0.071,4,0.143,28,14,0.500,15,37,0.405,29,65,0.446,0.464,11,13,0.846,3,15,0.200,4,6,0.667,1,5,0.200,11,26,0.423,4,11,0.364,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,1,200379,Francisco Cerundolo,29,,set 3,3,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.059,0,0.000,17,8,0.471,6,22,0.273,14,39,0.359,0.529,4,9,0.444,4,8,0.500,1,3,0.333,0,0,0.000,3,16,0.188,3,6,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,2,200327,Felix Auger Aliassime,7,,set 3,3,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,0,0.000,0,0.000,22,16,0.727,9,17,0.529,25,39,0.641,0.727,13,16,0.812,3,6,0.500,0,0,0.000,2,3,0.667,5,9,0.556,4,8,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,1,200379,Francisco Cerundolo,29,,set 4,4,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,2,0.057,2,0.057,35,20,0.571,6,26,0.231,26,61,0.426,0.714,18,25,0.720,2,10,0.200,7,8,0.875,0,0,0.000,3,20,0.150,3,6,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-098,01/20/2023,R32,Finished,2,200327,Felix Auger Aliassime,7,,set 4,4,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,7,0.269,1,0.038,26,20,0.769,15,35,0.429,35,61,0.574,0.769,17,20,0.850,3,6,0.500,0,0,0.000,1,8,0.125,7,25,0.280,8,10,0.800,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,1,200339,Hubert Hurkacz,11,,set 1,1,1,WIN,4,6,0.667,2,6,0.333,6,12,0.500,1,0.024,1,0.024,41,25,0.610,25,52,0.481,50,93,0.538,0.585,19,24,0.792,6,17,0.353,2,4,0.500,2,6,0.333,9,28,0.321,16,24,0.667,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,2,200192,Denis Shapovalov,22,,set 1,1,1,LOSE,4,6,0.667,2,6,0.333,6,12,0.500,7,0.135,7,0.135,52,27,0.519,16,41,0.390,43,93,0.462,0.538,19,28,0.679,8,24,0.333,4,6,0.667,2,4,0.500,5,24,0.208,11,17,0.647,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,1,200339,Hubert Hurkacz,11,,set 2,2,1,WIN,3,5,0.600,3,5,0.600,6,10,0.600,8,0.205,2,0.051,39,22,0.564,14,27,0.519,36,66,0.545,0.692,18,27,0.667,4,12,0.333,5,7,0.714,3,3,1.000,7,15,0.467,7,12,0.583,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,2,200192,Denis Shapovalov,22,,set 2,2,1,LOSE,2,5,0.400,2,5,0.400,4,10,0.400,2,0.074,1,0.037,27,13,0.481,17,39,0.436,30,66,0.455,0.556,8,15,0.533,5,12,0.417,0,3,0.000,2,7,0.286,9,27,0.333,8,12,0.667,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,1,200339,Hubert Hurkacz,11,,set 3,3,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.056,2,0.111,18,8,0.444,10,31,0.323,18,49,0.367,0.667,7,12,0.583,1,6,0.167,0,2,0.000,0,3,0.000,4,17,0.235,6,14,0.429,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,2,200192,Denis Shapovalov,22,,set 3,3,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,5,0.161,3,0.097,31,21,0.677,10,18,0.556,31,49,0.633,0.548,13,17,0.765,8,14,0.571,3,3,1.000,2,2,1.000,5,12,0.417,5,6,0.833,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,1,200339,Hubert Hurkacz,11,,set 4,4,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,4,0.129,1,0.032,31,20,0.645,9,31,0.290,29,62,0.468,0.645,17,20,0.850,3,11,0.273,1,2,0.500,0,2,0.000,2,18,0.111,7,13,0.538,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,2,200192,Denis Shapovalov,22,,set 4,4,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,4,0.129,3,0.097,31,22,0.710,11,31,0.355,33,62,0.532,0.581,16,18,0.889,6,13,0.462,2,2,1.000,1,2,0.500,3,20,0.150,8,11,0.727,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,1,200339,Hubert Hurkacz,11,,set 5,5,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,2,0.069,0,0.000,29,22,0.759,11,27,0.407,33,56,0.589,0.724,19,21,0.905,3,8,0.375,4,4,1.000,1,2,0.500,5,14,0.357,6,13,0.462,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-099,01/20/2023,R32,Finished,2,200192,Denis Shapovalov,22,,set 5,5,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,2,0.074,2,0.074,27,16,0.593,7,29,0.241,23,56,0.411,0.519,9,14,0.643,7,13,0.538,1,2,0.500,0,4,0.000,2,21,0.095,5,8,0.625,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,1,200066,Karen Khachanov,20,,set 1,1,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,7,0.184,0,0.000,38,25,0.658,10,25,0.400,35,63,0.556,0.684,19,26,0.731,6,12,0.500,5,5,1.000,1,1,1.000,3,14,0.214,7,11,0.636,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,2,200137,Frances Tiafoe,17,,set 1,1,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,3,0.120,0,0.000,25,15,0.600,13,38,0.342,28,63,0.444,0.560,11,14,0.786,4,11,0.364,0,1,0.000,0,5,0.000,7,26,0.269,6,12,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,1,200066,Karen Khachanov,20,,set 2,2,1,WIN,4,5,0.800,2,5,0.400,6,10,0.600,3,0.103,0,0.000,29,19,0.655,16,35,0.457,35,64,0.547,0.552,11,16,0.688,8,13,0.615,0,1,0.000,2,7,0.286,9,23,0.391,7,12,0.583,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,2,200137,Frances Tiafoe,17,,set 2,2,1,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,3,0.086,0,0.000,35,19,0.543,10,29,0.345,29,64,0.453,0.657,14,23,0.609,5,12,0.417,5,7,0.714,1,1,1.000,5,16,0.312,5,13,0.385,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,1,200066,Karen Khachanov,20,,set 3,3,2,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,5,0.125,2,0.050,40,23,0.575,6,26,0.231,29,66,0.439,0.675,17,27,0.630,6,13,0.462,5,6,0.833,0,0,0.000,3,15,0.200,3,11,0.273,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,2,200137,Frances Tiafoe,17,,set 3,3,2,WIN,5,5,1.000,1,4,0.250,6,9,0.667,3,0.115,1,0.038,26,20,0.769,17,40,0.425,37,66,0.561,0.577,12,15,0.800,8,11,0.727,0,0,0.000,1,6,0.167,10,27,0.370,7,13,0.538,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,1,200066,Karen Khachanov,20,,set 4,4,1,WIN,5,6,0.833,1,6,0.167,6,12,0.500,5,0.100,2,0.040,50,34,0.680,19,52,0.365,53,102,0.520,0.620,23,31,0.742,11,19,0.579,1,2,0.500,1,2,0.500,6,25,0.240,13,27,0.481,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-100,01/20/2023,R32,Finished,2,200137,Frances Tiafoe,17,,set 4,4,1,LOSE,5,6,0.833,1,6,0.167,6,12,0.500,6,0.115,4,0.077,52,33,0.635,16,50,0.320,49,102,0.480,0.481,19,25,0.760,14,27,0.519,1,2,0.500,1,2,0.500,8,31,0.258,8,19,0.421,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-101,01/20/2023,R32,Finished,1,200317,Mackenzie Mcdonald,65,,set 1,1,2,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,5,0.109,2,0.043,46,31,0.674,15,46,0.326,46,92,0.500,0.565,21,26,0.808,10,20,0.500,6,6,1.000,0,3,0.000,8,32,0.250,7,14,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-101,01/20/2023,R32,Finished,2,200087,Yoshihito Nishioka,33,,set 1,1,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,1,0.022,1,0.022,46,31,0.674,15,46,0.326,46,92,0.500,0.696,24,32,0.750,7,14,0.500,3,3,1.000,0,6,0.000,5,26,0.192,10,20,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-101,01/20/2023,R32,Finished,1,200317,Mackenzie Mcdonald,65,,set 2,2,2,LOSE,2,5,0.400,1,4,0.250,3,9,0.333,2,0.053,1,0.026,38,18,0.474,8,21,0.381,26,59,0.441,0.658,14,25,0.560,4,13,0.308,1,4,0.250,1,1,1.000,3,11,0.273,5,10,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-101,01/20/2023,R32,Finished,2,200087,Yoshihito Nishioka,33,,set 2,2,2,WIN,3,4,0.750,3,5,0.600,6,9,0.667,0,0.000,1,0.048,21,13,0.619,20,38,0.526,33,59,0.559,0.524,8,11,0.727,5,10,0.500,0,1,0.000,3,4,0.750,11,25,0.440,9,13,0.692,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-101,01/20/2023,R32,Finished,1,200317,Mackenzie Mcdonald,65,,set 3,3,2,LOSE,1,4,0.250,1,4,0.250,2,8,0.250,0,0.000,3,0.097,31,13,0.419,11,28,0.393,24,59,0.407,0.581,11,18,0.611,2,13,0.154,3,6,0.500,1,2,0.500,6,17,0.353,5,11,0.455,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-101,01/20/2023,R32,Finished,2,200087,Yoshihito Nishioka,33,,set 3,3,2,WIN,3,4,0.750,3,4,0.750,6,8,0.750,2,0.071,2,0.071,28,17,0.607,18,31,0.581,35,59,0.593,0.607,11,17,0.647,6,11,0.545,1,2,0.500,3,6,0.500,7,18,0.389,11,13,0.846,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-102,01/20/2023,R32,Finished,1,200218,Marton Fucsovics,78,,set 1,1,1,WIN,4,5,0.800,2,5,0.400,6,10,0.600,1,0.029,3,0.088,34,21,0.618,14,31,0.452,35,65,0.538,0.676,16,23,0.696,5,11,0.455,0,1,0.000,2,2,1.000,5,17,0.294,9,14,0.643,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-102,01/20/2023,R32,Finished,2,200386,Jannik Sinner,16,,set 1,1,1,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,1,0.032,2,0.065,31,17,0.548,13,34,0.382,30,65,0.462,0.548,12,17,0.706,5,14,0.357,0,2,0.000,1,1,1.000,7,23,0.304,6,11,0.545,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-102,01/20/2023,R32,Finished,1,200218,Marton Fucsovics,78,,set 2,2,1,WIN,4,5,0.800,2,5,0.400,6,10,0.600,1,0.036,0,0.000,28,18,0.643,11,25,0.440,29,53,0.547,0.786,15,22,0.682,3,6,0.500,0,1,0.000,2,3,0.667,6,17,0.353,5,8,0.625,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-102,01/20/2023,R32,Finished,2,200386,Jannik Sinner,16,,set 2,2,1,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,3,0.120,1,0.040,25,14,0.560,10,28,0.357,24,53,0.453,0.680,11,17,0.647,3,8,0.375,1,3,0.333,1,1,1.000,7,22,0.318,3,6,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-102,01/20/2023,R32,Finished,1,200218,Marton Fucsovics,78,,set 3,3,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,0,0.000,0,0.000,19,8,0.421,15,40,0.375,23,59,0.390,0.789,5,15,0.333,3,4,0.750,1,3,0.333,0,6,0.000,6,26,0.231,9,14,0.643,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-102,01/20/2023,R32,Finished,2,200386,Jannik Sinner,16,,set 3,3,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,2,0.050,1,0.025,40,25,0.625,11,19,0.579,36,59,0.610,0.650,20,26,0.769,5,14,0.357,6,6,1.000,2,3,0.667,10,15,0.667,1,4,0.250,,
