TOURNAMENT INFORMATION,,,,,,,,,,MATCH INFORMATION,,,,,,,,,,,STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATASET,TOURNAMENT ID,TOURNAMENT NAME,TOURNAMENT YEAR,TOURNAMENT START DATE,GENDER,TOURNAMENT SIZE,SURFACE,GROUND,BEST OF,MATCH ID,MATCH DATE,ROUND,MATCH STATUS,PLAYER NUM,PLAYER ID,PLAYER NAME,PLAYER RANK,MONEYLINE US,SET,SET NUMBER,PLAYER WINNER NUM,RESULT,SERVICE GAMES WON,SERVICE GAMES,% OF SERVICE GAMES WON ,RETURN GAMES WON,RETURN GAMES,% OF RETURN GAMES WON ,TOTAL GAMES WON,TOTAL GAMES,% OF TOTAL GAMES WON ,ACES,ACE %,DOUBLE FAULTS,DOUBLE FAULT %,SERVICE POINTS,SERVICE POINTS WON,% OF SERVICE POINTS WON,RETURN POINTS WON,RETURN POINTS,% OF RETURN POINTS WON,TOTAL POINTS WON,TOTAL POINTS,% OF TOTAL POINTS WON,% OF FIRST SERVICES IN,FIRST SERVICE POINTS WON,FIRST SERVICES IN,% OF FIRST SERVICE POINTS WON,SECOND SERVICE POINTS WON,SECOND SERVICES IN,% OF SECOND SERVICE POINTS WON,BREAK POINTS SAVED,BREAK POINTS ALLOWED,% OF BREAK POINTS SAVED,BREAK POINTS WON,BREAK POINTS CREATED,% OF BREAK POINTS WON,FIRST RETURN POINTS WON,FIRST RETURN POINTS,% OF FIRST RETURN POINTS WON,SECOND RETURN POINTS WON,SECOND RETURN POINTS,% OF SECOND RETURN POINTS WON,MAX GAMES WON IN ROW,MAX POINTS WON IN ROW
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-018,02/23/2023,R16,Finished,2,200364,Daniel Elahi Galan Riveros,88,149,match,0,1,LOSE,6,9,0.667,0,9,0,6,18,0.333,6,0.102,0,0,59,35,0.593,11,48,0.229,46,107,0.43,0.678,27,40,0.675,8,19,0.421,2,5,0.4,0,1,0,5,33,0.152,6,15,0.4,1,5
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-019,02/23/2023,R16,Finished,1,200342,Bernabe Zapata Miralles,63,131,match,0,1,WIN,8,12,0.667,8,12,0.667,16,24,0.667,1,0.014,1,0.014,69,40,0.58,41,70,0.586,81,139,0.583,0.609,27,42,0.643,13,27,0.481,2,6,0.333,8,14,0.571,25,49,0.51,16,21,0.762,5,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-019,02/23/2023,R16,Finished,2,200379,Francisco Cerundolo,33,-169,match,0,1,LOSE,4,12,0.333,4,12,0.333,8,24,0.333,1,0.014,5,0.071,70,29,0.414,29,69,0.42,58,139,0.417,0.7,24,49,0.49,5,21,0.238,6,14,0.429,4,6,0.667,15,42,0.357,14,27,0.519,3,6
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-020,02/23/2023,R16,Finished,1,200431,Carlos Alcaraz,2,-1556,match,0,1,WIN,10,15,0.667,8,15,0.533,18,30,0.6,2,0.022,0,0,93,53,0.57,56,111,0.505,109,204,0.534,0.699,40,65,0.615,13,28,0.464,0,5,0,8,17,0.471,29,66,0.439,27,45,0.6,4,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-020,02/23/2023,R16,Finished,2,200100,Fabio Fognini,86,800,match,0,1,LOSE,7,15,0.467,5,15,0.333,12,30,0.4,1,0.009,6,0.054,111,55,0.495,40,93,0.43,95,204,0.466,0.595,37,66,0.561,18,45,0.4,9,17,0.529,5,5,1,25,65,0.385,15,28,0.536,3,6
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-021,02/23/2023,R16,Finished,1,200436,Juan Pablo Varillas,81,145,match,0,2,LOSE,6,12,0.5,5,12,0.417,11,24,0.458,1,0.013,0,0,77,37,0.481,35,80,0.438,72,157,0.459,0.584,21,45,0.467,16,32,0.5,2,8,0.25,5,7,0.714,26,59,0.441,9,21,0.429,4,5
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-021,02/23/2023,R16,Finished,2,200501,Sebastian Baez,35,-186,match,0,2,WIN,7,12,0.583,6,12,0.5,13,24,0.542,3,0.038,2,0.025,80,45,0.562,40,77,0.519,85,157,0.541,0.738,33,59,0.559,12,21,0.571,2,7,0.286,6,8,0.75,24,45,0.533,16,32,0.5,4,8
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-022,02/23/2023,R16,Finished,1,200242,Nicolas Jarry,139,-278,match,0,1,WIN,8,8,1,4,8,0.5,12,16,0.75,7,0.143,2,0.041,49,36,0.735,29,60,0.483,65,109,0.596,0.49,20,24,0.833,16,25,0.64,2,2,1,4,8,0.5,13,36,0.361,16,24,0.667,5,6
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-022,02/23/2023,R16,Finished,2,200336,Pedro Martinez,76,209,match,0,1,LOSE,4,8,0.5,0,8,0,4,16,0.25,2,0.033,6,0.1,60,31,0.517,13,49,0.265,44,109,0.404,0.6,23,36,0.639,8,24,0.333,4,8,0.5,0,2,0,4,24,0.167,9,25,0.36,1,4
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-023,02/23/2023,R16,Finished,1,200045,Thiago Monteiro,83,253,match,0,2,LOSE,7,12,0.583,3,12,0.25,10,24,0.417,9,0.091,1,0.01,99,53,0.535,27,73,0.37,80,172,0.465,0.626,39,62,0.629,14,37,0.378,16,21,0.762,3,5,0.6,12,39,0.308,15,34,0.441,3,5
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-023,02/23/2023,R16,Finished,2,200247,Cameron Norrie,13,-333,match,0,2,WIN,9,12,0.75,5,12,0.417,14,24,0.583,4,0.055,3,0.041,73,46,0.63,46,99,0.465,92,172,0.535,0.534,27,39,0.692,19,34,0.559,2,5,0.4,5,21,0.238,23,62,0.371,23,37,0.622,3,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-024,02/24/2023,R16,Finished,1,200208,Laslo Djere,57,-176,match,0,2,LOSE,5,9,0.556,1,9,0.111,6,18,0.333,1,0.02,4,0.078,51,26,0.51,20,58,0.345,46,109,0.422,0.627,19,32,0.594,7,19,0.368,2,6,0.333,1,3,0.333,9,37,0.243,11,21,0.524,3,6
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-024,02/24/2023,R16,Finished,2,200056,Dusan Lajovic,80,137,match,0,2,WIN,8,9,0.889,4,9,0.444,12,18,0.667,1,0.017,1,0.017,58,38,0.655,25,51,0.49,63,109,0.578,0.638,28,37,0.757,10,21,0.476,2,3,0.667,4,6,0.667,13,32,0.406,12,19,0.632,5,9
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-025,02/24/2023,QF,Finished,1,200089,Albert Ramos-Vinolas,47,109,match,0,2,LOSE,10,14,0.714,4,14,0.286,14,28,0.5,3,0.031,2,0.02,98,59,0.602,30,80,0.375,89,178,0.5,0.673,47,66,0.712,12,32,0.375,9,13,0.692,4,7,0.571,16,51,0.314,14,29,0.483,5,6
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-025,02/24/2023,QF,Finished,2,200342,Bernabe Zapata Miralles,63,-138,match,0,2,WIN,10,14,0.714,4,14,0.286,14,28,0.5,2,0.025,1,0.013,80,50,0.625,39,98,0.398,89,178,0.5,0.637,35,51,0.686,15,29,0.517,3,7,0.429,4,13,0.308,19,66,0.288,20,32,0.625,3,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-026,02/24/2023,QF,Finished,1,200431,Carlos Alcaraz,2,-795,match,0,1,WIN,8,11,0.727,4,11,0.364,12,22,0.545,1,0.013,1,0.013,77,49,0.636,32,69,0.464,81,146,0.555,0.623,34,48,0.708,15,29,0.517,5,8,0.625,4,6,0.667,15,37,0.405,16,31,0.516,5,9
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-026,02/24/2023,QF,Finished,2,200056,Dusan Lajovic,80,504,match,0,1,LOSE,7,11,0.636,3,11,0.273,10,22,0.455,1,0.014,0,0,69,37,0.536,28,77,0.364,65,146,0.445,0.536,22,37,0.595,15,31,0.484,2,6,0.333,3,8,0.375,14,48,0.292,14,29,0.483,3,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-027,02/24/2023,QF,Finished,1,200378,Hugo Dellien,111,190,match,0,2,LOSE,9,13,0.692,2,14,0.143,11,27,0.407,2,0.029,1,0.014,70,42,0.6,26,83,0.313,68,153,0.444,0.643,28,45,0.622,14,25,0.56,4,8,0.5,2,3,0.667,9,50,0.18,17,33,0.515,3,4
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-027,02/24/2023,QF,Finished,2,200247,Cameron Norrie,13,-249,match,0,2,WIN,12,14,0.857,4,13,0.308,16,27,0.593,3,0.036,7,0.084,83,57,0.687,28,70,0.4,85,153,0.556,0.602,41,50,0.82,16,33,0.485,1,3,0.333,4,8,0.5,17,45,0.378,11,25,0.44,4,8
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-028,02/25/2023,QF,Finished,1,200242,Nicolas Jarry,139,-136,match,0,1,WIN,9,11,0.818,3,10,0.3,12,21,0.571,6,0.094,3,0.047,64,46,0.719,31,71,0.437,77,135,0.57,0.531,29,34,0.853,16,29,0.552,1,3,0.333,3,10,0.3,22,55,0.4,8,15,0.533,3,6
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-028,02/25/2023,QF,Finished,2,200501,Sebastian Baez,35,107,match,0,1,LOSE,7,10,0.7,2,11,0.182,9,21,0.429,2,0.028,1,0.014,71,40,0.563,18,64,0.281,58,135,0.43,0.775,33,55,0.6,7,15,0.467,7,10,0.7,2,3,0.667,5,34,0.147,13,29,0.448,3,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-029,02/25/2023,SF,Finished,1,200342,Bernabe Zapata Miralles,63,178,match,0,2,LOSE,12,15,0.8,2,14,0.143,14,29,0.483,5,0.048,3,0.029,104,67,0.644,24,84,0.286,91,188,0.484,0.558,45,58,0.776,22,46,0.478,6,9,0.667,2,6,0.333,11,53,0.208,13,31,0.419,3,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-029,02/25/2023,SF,Finished,2,200247,Cameron Norrie,13,-235,match,0,2,WIN,12,14,0.857,3,15,0.2,15,29,0.517,8,0.095,2,0.024,84,60,0.714,37,104,0.356,97,188,0.516,0.631,42,53,0.792,18,31,0.581,4,6,0.667,3,9,0.333,13,58,0.224,24,46,0.522,5,6
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-030,02/25/2023,SF,Finished,1,200431,Carlos Alcaraz,2,-547,match,0,1,WIN,14,15,0.933,5,15,0.333,19,30,0.633,5,0.053,3,0.032,94,64,0.681,40,95,0.421,104,189,0.55,0.649,43,61,0.705,21,33,0.636,4,5,0.8,5,6,0.833,19,59,0.322,21,36,0.583,8,12
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-030,02/25/2023,SF,Finished,2,200242,Nicolas Jarry,139,379,match,0,1,LOSE,10,15,0.667,1,15,0.067,11,30,0.367,4,0.042,2,0.021,95,55,0.579,30,94,0.319,85,189,0.45,0.621,40,59,0.678,15,36,0.417,1,6,0.167,1,5,0.2,18,61,0.295,12,33,0.364,3,7
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-031,02/26/2023,F,Finished,1,200431,Carlos Alcaraz,2,-496,match,0,2,LOSE,11,17,0.647,5,17,0.294,16,34,0.471,4,0.035,4,0.035,115,67,0.583,43,105,0.41,110,220,0.5,0.678,52,78,0.667,15,37,0.405,10,16,0.625,5,9,0.556,23,65,0.354,20,40,0.5,5,10
Tennis Stats 2023 ATP Season,2023-223,Rio de Janeiro,2023,02/20/2023,m,32,Clay,Outdoor,3,2023-223-031,02/26/2023,F,Finished,2,200247,Cameron Norrie,13,345,match,0,2,WIN,12,17,0.706,6,17,0.353,18,34,0.529,3,0.029,5,0.048,105,62,0.59,48,115,0.417,110,220,0.5,0.619,42,65,0.646,20,40,0.5,4,9,0.444,6,16,0.375,26,78,0.333,22,37,0.595,4,7
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-001,02/27/2023,R32,Finished,1,200007,Alexander Zverev,16,-127,match,0,1,WIN,13,15,0.867,3,14,0.214,16,29,0.552,12,0.15,2,0.025,80,57,0.713,37,94,0.394,94,174,0.54,0.725,43,58,0.741,14,22,0.636,2,4,0.5,3,10,0.3,18,55,0.327,19,39,0.487,3,10
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-001,02/27/2023,R32,Finished,2,200733,Jiri Lehecka,47,-101,match,0,1,LOSE,11,14,0.786,2,15,0.133,13,29,0.448,5,0.053,5,0.053,94,57,0.606,23,80,0.288,80,174,0.46,0.585,37,55,0.673,20,39,0.513,7,10,0.7,2,4,0.5,15,58,0.259,8,22,0.364,2,5
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-002,02/27/2023,R32,Finished,1,200311,Alexei Popyrin,98,-185,match,0,2,LOSE,14,16,0.875,2,17,0.118,16,33,0.485,13,0.113,7,0.061,115,73,0.635,36,110,0.327,109,225,0.484,0.548,45,63,0.714,28,52,0.538,8,10,0.8,2,3,0.667,20,76,0.263,16,34,0.471,3,8
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-002,02/27/2023,R32,Finished,2,200471,Pavel Kotov,138,144,match,0,2,WIN,15,17,0.882,2,16,0.125,17,33,0.515,2,0.018,2,0.018,110,74,0.673,42,115,0.365,116,225,0.516,0.691,56,76,0.737,18,34,0.529,1,3,0.333,2,10,0.2,18,63,0.286,24,52,0.462,3,5
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-003,02/27/2023,R32,Finished,1,200301,Filip Krajinovic,70,383,match,0,2,LOSE,6,10,0.6,1,10,0.1,7,20,0.35,2,0.028,2,0.028,72,39,0.542,15,56,0.268,54,128,0.422,0.611,28,44,0.636,11,28,0.393,2,6,0.333,1,2,0.5,3,29,0.103,12,27,0.444,3,5
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-003,02/27/2023,R32,Finished,2,200118,Andrey Rublev,6,-560,match,0,2,WIN,9,10,0.9,4,10,0.4,13,20,0.65,8,0.143,1,0.018,56,41,0.732,33,72,0.458,74,128,0.578,0.518,26,29,0.897,15,27,0.556,1,2,0.5,4,6,0.667,16,44,0.364,17,28,0.607,5,7
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-004,02/27/2023,R32,Finished,1,200069,Malek Jaziri,444,1671,match,0,2,LOSE,2,7,0.286,0,7,0,2,14,0.143,2,0.054,2,0.054,37,14,0.378,9,39,0.231,23,76,0.303,0.432,8,16,0.5,6,21,0.286,0,5,0,0,3,0,4,26,0.154,5,13,0.385,1,4
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-004,02/27/2023,R32,Finished,2,200384,Alejandro Davidovich Fokina,29,-5833,match,0,2,WIN,7,7,1,5,7,0.714,12,14,0.857,5,0.128,0,0,39,30,0.769,23,37,0.622,53,76,0.697,0.667,22,26,0.846,8,13,0.615,3,3,1,5,5,1,8,16,0.5,15,21,0.714,10,13
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-005,02/27/2023,R32,Finished,1,200359,Marc-Andrea Huesler,51,162,match,0,2,LOSE,7,10,0.7,1,11,0.091,8,21,0.381,3,0.053,4,0.07,57,35,0.614,17,62,0.274,52,119,0.437,0.614,26,35,0.743,9,22,0.409,2,5,0.4,1,2,0.5,13,46,0.283,4,16,0.25,2,5
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-005,02/27/2023,R32,Finished,2,200319,Lorenzo Sonego,67,-208,match,0,2,WIN,10,11,0.909,3,10,0.3,13,21,0.619,10,0.161,1,0.016,62,45,0.726,22,57,0.386,67,119,0.563,0.742,33,46,0.717,12,16,0.75,1,2,0.5,3,5,0.6,9,35,0.257,13,22,0.591,3,7
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-006,02/27/2023,R32,Finished,1,200186,Tallon Griekspoor,39,-307,match,0,1,WIN,12,13,0.923,3,14,0.214,15,27,0.556,11,0.141,5,0.064,78,54,0.692,40,98,0.408,94,176,0.534,0.577,35,45,0.778,19,33,0.576,6,7,0.857,3,12,0.25,20,63,0.317,20,35,0.571,3,8
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-006,02/27/2023,R32,Finished,2,200372,Constant Lestienne,56,230,match,0,1,LOSE,11,14,0.786,1,13,0.077,12,27,0.444,11,0.112,4,0.041,98,58,0.592,24,78,0.308,82,176,0.466,0.643,43,63,0.683,15,35,0.429,9,12,0.75,1,7,0.143,10,45,0.222,14,33,0.424,3,5
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-007,02/27/2023,R32,Finished,1,200233,Thanasi Kokkinakis,101,-173,match,0,1,WIN,11,11,1,1,11,0.091,12,22,0.545,16,0.195,2,0.024,82,57,0.695,21,69,0.304,78,151,0.517,0.707,43,58,0.741,14,24,0.583,3,3,1,1,4,0.25,8,38,0.211,13,31,0.419,3,8
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-007,02/27/2023,R32,Finished,2,200128,Quentin Halys,73,136,match,0,1,LOSE,10,11,0.909,0,11,0,10,22,0.455,7,0.101,2,0.029,69,48,0.696,25,82,0.305,73,151,0.483,0.551,30,38,0.789,18,31,0.581,3,4,0.75,0,3,0,15,58,0.259,10,24,0.417,1,7
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-008,02/28/2023,R32,Retired,1,200116,Alexander Bublik,46,-462,match,0,1,WIN,4,4,1,3,4,0.75,7,8,0.875,3,0.167,1,0.056,18,16,0.889,16,22,0.727,32,40,0.8,0.778,13,14,0.929,3,4,0.75,0,0,0,3,5,0.6,7,12,0.583,9,10,0.9,7,12
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-008,02/28/2023,R32,Retired,2,200148,Alexandar Lazarov,301,317,match,0,1,LOSE,1,4,0.25,0,4,0,1,8,0.125,0,0,4,0.182,22,6,0.273,2,18,0.111,8,40,0.2,0.545,5,12,0.417,1,10,0.1,2,5,0.4,0,0,0,1,14,0.071,1,4,0.25,1,3
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-009,02/28/2023,R32,Finished,1,200859,Alexander Shevchenko,119,593,match,0,2,LOSE,13,15,0.867,2,15,0.133,15,30,0.5,3,0.029,2,0.019,103,68,0.66,20,81,0.247,88,184,0.478,0.612,45,63,0.714,23,40,0.575,9,11,0.818,2,4,0.5,11,62,0.177,9,19,0.474,3,6
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-009,02/28/2023,R32,Finished,2,200339,Hubert Hurkacz,11,-1000,match,0,2,WIN,13,15,0.867,2,15,0.133,15,30,0.5,18,0.222,3,0.037,81,61,0.753,35,103,0.34,96,184,0.522,0.765,51,62,0.823,10,19,0.526,2,4,0.5,2,11,0.182,18,63,0.286,17,40,0.425,3,7
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-010,02/28/2023,R32,Retired,1,200013,Daniel Evans,28,148,match,0,2,LOSE,2,2,1,0,2,0,2,4,0.5,2,0.167,0,0,12,9,0.75,4,14,0.286,13,26,0.5,0.583,7,7,1,2,5,0.4,0,0,0,0,0,0,2,8,0.25,2,6,0.333,1,4
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-010,02/28/2023,R32,Retired,2,200011,Borna Coric,20,-190,match,0,2,WIN,2,2,1,0,2,0,2,4,0.5,3,0.214,0,0,14,10,0.714,3,12,0.25,13,26,0.5,0.571,6,8,0.75,4,6,0.667,0,0,0,0,0,0,0,7,0,3,5,0.6,1,4
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-011,02/28/2023,R32,Finished,1,200014,Daniil Medvedev,7,-5000,match,0,1,WIN,9,9,1,3,9,0.333,12,18,0.667,6,0.097,3,0.048,62,43,0.694,29,64,0.453,72,126,0.571,0.597,29,37,0.784,14,25,0.56,0,0,0,3,5,0.6,14,37,0.378,15,27,0.556,3,8
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-011,02/28/2023,R32,Finished,2,200775,Matteo Arnaldi,111,1686,match,0,1,LOSE,6,9,0.667,0,9,0,6,18,0.333,0,0,3,0.047,64,35,0.547,19,62,0.306,54,126,0.429,0.578,23,37,0.622,12,27,0.444,2,5,0.4,0,0,0,8,37,0.216,11,25,0.44,1,4
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-012,02/28/2023,R32,Finished,1,200424,Emil Ruusuvuori,54,-191,match,0,2,LOSE,8,11,0.727,1,11,0.091,9,22,0.409,4,0.048,3,0.036,83,49,0.59,21,68,0.309,70,151,0.464,0.59,33,49,0.673,16,34,0.471,8,11,0.727,1,2,0.5,6,41,0.146,15,27,0.556,2,4
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-012,02/28/2023,R32,Finished,2,200099,Christopher O'connell,92,149,match,0,2,WIN,10,11,0.909,3,11,0.273,13,22,0.591,11,0.162,1,0.015,68,47,0.691,34,83,0.41,81,151,0.536,0.603,35,41,0.854,12,27,0.444,1,2,0.5,3,11,0.273,16,49,0.327,18,34,0.529,3,4
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-013,02/28/2023,R32,Finished,1,200774,Francesco Passaro,110,309,match,0,2,LOSE,5,9,0.556,0,8,0,5,17,0.294,1,0.019,1,0.019,53,29,0.547,11,43,0.256,40,96,0.417,0.679,23,36,0.639,6,17,0.353,3,7,0.429,0,0,0,7,30,0.233,4,13,0.308,1,4
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-013,02/28/2023,R32,Finished,2,200207,Mikael Ymer,59,-437,match,0,2,WIN,8,8,1,4,9,0.444,12,17,0.706,0,0,1,0.023,43,32,0.744,24,53,0.453,56,96,0.583,0.698,23,30,0.767,9,13,0.692,0,0,0,4,7,0.571,13,36,0.361,11,17,0.647,3,6
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-014,02/28/2023,R32,Finished,1,200066,Karen Khachanov,14,-255,match,0,2,LOSE,6,10,0.6,1,10,0.1,7,20,0.35,5,0.074,3,0.044,68,39,0.574,21,63,0.333,60,131,0.458,0.735,29,50,0.58,10,18,0.556,9,13,0.692,1,5,0.2,10,40,0.25,11,23,0.478,3,7
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-014,02/28/2023,R32,Finished,2,200485,Botic Van De Zandschulp,33,194,match,0,2,WIN,9,10,0.9,4,10,0.4,13,20,0.65,7,0.111,4,0.063,63,42,0.667,29,68,0.426,71,131,0.542,0.635,30,40,0.75,12,23,0.522,4,5,0.8,4,13,0.308,21,50,0.42,8,18,0.444,5,6
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-015,02/28/2023,R32,Finished,1,200464,Maxime Cressy,36,239,match,0,2,LOSE,14,15,0.933,1,15,0.067,15,30,0.5,27,0.221,25,0.205,122,77,0.631,29,98,0.296,106,220,0.482,0.533,54,65,0.831,23,57,0.404,13,14,0.929,1,3,0.333,15,60,0.25,14,38,0.368,3,7
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-015,02/28/2023,R32,Finished,2,200327,Felix Auger Aliassime,9,-320,match,0,2,WIN,14,15,0.933,1,15,0.067,15,30,0.5,13,0.133,1,0.01,98,69,0.704,45,122,0.369,114,220,0.518,0.612,45,60,0.75,24,38,0.632,2,3,0.667,1,14,0.071,11,65,0.169,34,57,0.596,3,6
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-016,02/28/2023,R32,Finished,1,200036,Novak Djokovic,1,-1842,match,0,1,WIN,12,15,0.8,3,15,0.2,15,30,0.5,12,0.12,8,0.08,100,65,0.65,39,94,0.415,104,194,0.536,0.6,43,60,0.717,22,40,0.55,7,10,0.7,3,6,0.5,20,56,0.357,19,38,0.5,3,8
Tennis Stats 2023 ATP Season,2023-224,Dubai,2023,02/27/2023,m,32,Hard,Outdoor,3,2023-224-016,02/28/2023,R32,Finished,2,200466,Tomas Machac,130,907,match,0,1,LOSE,12,15,0.8,3,15,0.2,15,30,0.5,6,0.064,4,0.043,94,55,0.585,35,100,0.35,90,194,0.464,0.596,36,56,0.643,19,38,0.5,3,6,0.5,3,10,0.3,17,60,0.283,18,40,0.45,3,4
